dataset,metric,alpha,beta,gamma,run,accuracy,tree_depth,tree_size,training_time
wine,itc_alpha1.0_beta3.0_gamma0.1,1.0,3.0,0.1,1,0.8148148148148148,6,15,1.2768480777740479
wine,itc_alpha1.0_beta3.0_gamma0.1,1.0,3.0,0.1,2,0.8518518518518519,6,15,1.3866236209869385
wine,itc_alpha1.0_beta3.0_gamma0.2,1.0,3.0,0.2,0,0.8888888888888888,7,19,1.4601974487304688
wine,itc_alpha1.0_beta3.0_gamma0.2,1.0,3.0,0.2,1,0.8703703703703703,5,13,0.957491397857666
wine,itc_alpha1.0_beta3.0_gamma0.2,1.0,3.0,0.2,2,0.9074074074074074,7,19,1.3367228507995605
wine,itc_alpha1.0_beta3.0_gamma0.3,1.0,3.0,0.3,0,0.8888888888888888,7,21,1.5101382732391357
wine,itc_alpha1.0_beta3.0_gamma0.3,1.0,3.0,0.3,1,0.8703703703703703,5,15,0.9761030673980713
wine,itc_alpha1.0_beta3.0_gamma0.3,1.0,3.0,0.3,2,0.9259259259259259,5,17,1.0722277164459229
wine,itc_alpha1.0_beta3.0_gamma0.4,1.0,3.0,0.4,0,0.9629629629629629,5,17,1.1896746158599854
wine,itc_alpha1.0_beta3.0_gamma0.4,1.0,3.0,0.4,1,0.8703703703703703,5,15,0.9925463199615479
wine,itc_alpha1.0_beta3.0_gamma0.4,1.0,3.0,0.4,2,0.9444444444444444,6,15,0.8709940910339355
wine,itc_alpha1.0_beta3.0_gamma0.5,1.0,3.0,0.5,0,0.9629629629629629,5,17,1.162423849105835
wine,itc_alpha1.0_beta3.0_gamma0.5,1.0,3.0,0.5,1,0.8703703703703703,5,15,0.9711668491363525
wine,itc_alpha1.0_beta3.0_gamma0.5,1.0,3.0,0.5,2,0.9444444444444444,6,15,0.8914303779602051
wine,itc_alpha1.0_beta3.0_gamma0.6,1.0,3.0,0.6,0,0.9629629629629629,5,17,0.9132599830627441
wine,itc_alpha1.0_beta3.0_gamma0.6,1.0,3.0,0.6,1,0.8703703703703703,5,15,0.976337194442749
wine,itc_alpha1.0_beta3.0_gamma0.6,1.0,3.0,0.6,2,0.9444444444444444,6,15,0.9731950759887695
wine,itc_alpha1.0_beta3.0_gamma0.7,1.0,3.0,0.7,0,0.9629629629629629,5,17,0.9584543704986572
wine,itc_alpha1.0_beta3.0_gamma0.7,1.0,3.0,0.7,1,0.8703703703703703,5,15,0.9510250091552734
wine,itc_alpha1.0_beta3.0_gamma0.7,1.0,3.0,0.7,2,0.9444444444444444,6,15,0.8860044479370117
wine,itc_alpha1.0_beta3.5_gamma0.1,1.0,3.5,0.1,0,0.8888888888888888,7,19,1.4458563327789307
wine,itc_alpha1.0_beta3.5_gamma0.1,1.0,3.5,0.1,1,0.8148148148148148,6,15,1.2979705333709717
wine,itc_alpha1.0_beta3.5_gamma0.1,1.0,3.5,0.1,2,0.8518518518518519,6,15,1.3610115051269531
wine,itc_alpha1.0_beta3.5_gamma0.2,1.0,3.5,0.2,0,0.8888888888888888,7,19,1.4374096393585205
wine,itc_alpha1.0_beta3.5_gamma0.2,1.0,3.5,0.2,1,0.8703703703703703,5,13,0.9703071117401123
wine,itc_alpha1.0_beta3.5_gamma0.2,1.0,3.5,0.2,2,0.8703703703703703,9,23,1.625145435333252
wine,itc_alpha1.0_beta3.5_gamma0.3,1.0,3.5,0.3,0,0.9444444444444444,6,19,1.2188737392425537
wine,itc_alpha1.0_beta3.5_gamma0.3,1.0,3.5,0.3,1,0.8703703703703703,5,15,0.9528329372406006
wine,itc_alpha1.0_beta3.5_gamma0.3,1.0,3.5,0.3,2,0.9444444444444444,7,17,1.0057871341705322
wine,itc_alpha1.0_beta3.5_gamma0.4,1.0,3.5,0.4,0,0.9629629629629629,5,17,1.1600415706634521
wine,itc_alpha1.0_beta3.5_gamma0.4,1.0,3.5,0.4,1,0.8703703703703703,5,15,0.9644217491149902
wine,itc_alpha1.0_beta3.5_gamma0.4,1.0,3.5,0.4,2,0.9444444444444444,6,15,0.874619722366333
wine,itc_alpha1.0_beta3.5_gamma0.5,1.0,3.5,0.5,0,0.9629629629629629,5,17,1.1234915256500244
wine,itc_alpha1.0_beta3.5_gamma0.5,1.0,3.5,0.5,1,0.8703703703703703,5,15,0.9989702701568604
wine,itc_alpha1.0_beta3.5_gamma0.5,1.0,3.5,0.5,2,0.9444444444444444,6,15,0.9065902233123779
wine,itc_alpha1.0_beta3.5_gamma0.6,1.0,3.5,0.6,0,0.9629629629629629,5,17,0.9396779537200928
wine,itc_alpha1.0_beta3.5_gamma0.6,1.0,3.5,0.6,1,0.8703703703703703,5,15,0.9742307662963867
wine,itc_alpha1.0_beta3.5_gamma0.6,1.0,3.5,0.6,2,0.9444444444444444,6,15,0.8699369430541992
wine,itc_alpha1.0_beta3.5_gamma0.7,1.0,3.5,0.7,0,0.9629629629629629,5,17,0.9047567844390869
wine,itc_alpha1.0_beta3.5_gamma0.7,1.0,3.5,0.7,1,0.8703703703703703,5,15,0.9785449504852295
wine,itc_alpha1.0_beta3.5_gamma0.7,1.0,3.5,0.7,2,0.9444444444444444,6,15,0.9062075614929199
wine,itc_alpha1.0_beta4.0_gamma0.1,1.0,4.0,0.1,0,0.8888888888888888,7,19,1.4715960025787354
wine,itc_alpha1.0_beta4.0_gamma0.1,1.0,4.0,0.1,1,0.8148148148148148,6,15,1.2608003616333008
wine,itc_alpha1.0_beta4.0_gamma0.1,1.0,4.0,0.1,2,0.8518518518518519,6,15,1.3796744346618652
wine,itc_alpha1.0_beta4.0_gamma0.2,1.0,4.0,0.2,0,0.9444444444444444,6,17,1.2528126239776611
wine,itc_alpha1.0_beta4.0_gamma0.2,1.0,4.0,0.2,1,0.8703703703703703,5,13,0.9629316329956055
wine,itc_alpha1.0_beta4.0_gamma0.2,1.0,4.0,0.2,2,0.8703703703703703,9,23,1.6089107990264893
wine,itc_alpha1.0_beta4.0_gamma0.3,1.0,4.0,0.3,0,0.9444444444444444,6,19,1.23429274559021
wine,itc_alpha1.0_beta4.0_gamma0.3,1.0,4.0,0.3,1,0.8703703703703703,5,15,0.9701638221740723
wine,itc_alpha1.0_beta4.0_gamma0.3,1.0,4.0,0.3,2,0.9444444444444444,7,17,1.0867648124694824
wine,itc_alpha1.0_beta4.0_gamma0.4,1.0,4.0,0.4,0,0.9629629629629629,5,17,1.1081604957580566
wine,itc_alpha1.0_beta4.0_gamma0.4,1.0,4.0,0.4,1,0.8703703703703703,5,15,0.9623923301696777
wine,itc_alpha1.0_beta4.0_gamma0.4,1.0,4.0,0.4,2,0.9444444444444444,6,15,0.8665006160736084
wine,itc_alpha1.0_beta4.0_gamma0.5,1.0,4.0,0.5,0,0.9629629629629629,5,17,1.1473524570465088
wine,itc_alpha1.0_beta4.0_gamma0.5,1.0,4.0,0.5,1,0.8703703703703703,5,15,0.9725546836853027
wine,itc_alpha1.0_beta4.0_gamma0.5,1.0,4.0,0.5,2,0.9444444444444444,6,15,0.8895881175994873
wine,itc_alpha1.0_beta4.0_gamma0.6,1.0,4.0,0.6,0,0.9629629629629629,5,17,0.9166259765625
wine,itc_alpha1.0_beta4.0_gamma0.6,1.0,4.0,0.6,1,0.8703703703703703,5,15,0.962522029876709
wine,itc_alpha1.0_beta4.0_gamma0.6,1.0,4.0,0.6,2,0.9444444444444444,6,15,0.9133484363555908
wine,itc_alpha1.0_beta4.0_gamma0.7,1.0,4.0,0.7,0,0.9629629629629629,5,17,0.895167350769043
wine,itc_alpha1.0_beta4.0_gamma0.7,1.0,4.0,0.7,1,0.8703703703703703,5,15,0.9722967147827148
wine,itc_alpha1.0_beta4.0_gamma0.7,1.0,4.0,0.7,2,0.9444444444444444,6,15,0.8483328819274902
wine,itc_alpha1.0_beta4.5_gamma0.1,1.0,4.5,0.1,0,0.8888888888888888,8,21,1.4912774562835693
wine,itc_alpha1.0_beta4.5_gamma0.1,1.0,4.5,0.1,1,0.8703703703703703,6,15,1.1682250499725342
wine,itc_alpha1.0_beta4.5_gamma0.1,1.0,4.5,0.1,2,0.8518518518518519,6,15,1.349412441253662
wine,itc_alpha1.0_beta4.5_gamma0.2,1.0,4.5,0.2,0,0.9444444444444444,6,17,1.2385506629943848
wine,itc_alpha1.0_beta4.5_gamma0.2,1.0,4.5,0.2,1,0.8703703703703703,5,13,0.9712507724761963
wine,itc_alpha1.0_beta4.5_gamma0.2,1.0,4.5,0.2,2,0.8703703703703703,9,23,1.7216317653656006
wine,itc_alpha1.0_beta4.5_gamma0.3,1.0,4.5,0.3,0,0.9444444444444444,6,19,1.207355260848999
wine,itc_alpha1.0_beta4.5_gamma0.3,1.0,4.5,0.3,1,0.8703703703703703,5,15,0.9623568058013916
wine,itc_alpha1.0_beta4.5_gamma0.3,1.0,4.5,0.3,2,0.9444444444444444,7,17,1.0135595798492432
wine,itc_alpha1.0_beta4.5_gamma0.4,1.0,4.5,0.4,0,0.9629629629629629,5,17,1.148719072341919
wine,itc_alpha1.0_beta4.5_gamma0.4,1.0,4.5,0.4,1,0.8703703703703703,5,15,0.9605512619018555
wine,itc_alpha1.0_beta4.5_gamma0.4,1.0,4.5,0.4,2,0.9444444444444444,6,15,0.8685743808746338
wine,itc_alpha1.0_beta4.5_gamma0.5,1.0,4.5,0.5,0,0.9629629629629629,5,17,0.9075319766998291
wine,itc_alpha1.0_beta4.5_gamma0.5,1.0,4.5,0.5,1,0.8703703703703703,5,15,0.9689083099365234
wine,itc_alpha1.0_beta4.5_gamma0.5,1.0,4.5,0.5,2,0.9444444444444444,6,15,0.8777725696563721
wine,itc_alpha1.0_beta4.5_gamma0.6,1.0,4.5,0.6,0,0.9629629629629629,5,17,0.9525527954101562
wine,itc_alpha1.0_beta4.5_gamma0.6,1.0,4.5,0.6,1,0.8703703703703703,5,15,0.9649114608764648
wine,itc_alpha1.0_beta4.5_gamma0.6,1.0,4.5,0.6,2,0.9444444444444444,6,15,0.8786451816558838
wine,itc_alpha1.0_beta4.5_gamma0.7,1.0,4.5,0.7,0,0.9629629629629629,5,17,0.8834025859832764
wine,itc_alpha1.0_beta4.5_gamma0.7,1.0,4.5,0.7,1,0.8703703703703703,5,15,1.00335693359375
wine,itc_alpha1.0_beta4.5_gamma0.7,1.0,4.5,0.7,2,0.9444444444444444,6,15,0.8902366161346436
wine,itc_alpha1.3_beta2.0_gamma0.1,1.3,2.0,0.1,0,0.8888888888888888,5,15,1.3540103435516357
wine,itc_alpha1.3_beta2.0_gamma0.1,1.3,2.0,0.1,1,0.8703703703703703,5,13,1.0349977016448975
wine,itc_alpha1.3_beta2.0_gamma0.1,1.3,2.0,0.1,2,0.8518518518518519,6,15,1.3339872360229492
wine,itc_alpha1.3_beta2.0_gamma0.2,1.3,2.0,0.2,0,0.8888888888888888,5,15,1.2962162494659424
wine,itc_alpha1.3_beta2.0_gamma0.2,1.3,2.0,0.2,1,0.8703703703703703,5,13,0.9563248157501221
wine,itc_alpha1.3_beta2.0_gamma0.2,1.3,2.0,0.2,2,0.8888888888888888,4,13,1.0344600677490234
wine,itc_alpha1.3_beta2.0_gamma0.3,1.3,2.0,0.3,0,0.8888888888888888,5,15,1.3134148120880127
wine,itc_alpha1.3_beta2.0_gamma0.3,1.3,2.0,0.3,1,0.8703703703703703,5,15,1.001542568206787
wine,itc_alpha1.3_beta2.0_gamma0.3,1.3,2.0,0.3,2,0.8888888888888888,4,13,1.0506038665771484
wine,itc_alpha1.3_beta2.0_gamma0.4,1.3,2.0,0.4,0,0.8888888888888888,8,21,1.3121404647827148
wine,itc_alpha1.3_beta2.0_gamma0.4,1.3,2.0,0.4,1,0.8703703703703703,5,15,0.9507033824920654
wine,itc_alpha1.3_beta2.0_gamma0.4,1.3,2.0,0.4,2,0.8888888888888888,7,19,1.0810997486114502
wine,itc_alpha1.3_beta2.0_gamma0.5,1.3,2.0,0.5,0,0.8888888888888888,8,21,1.29414701461792
wine,itc_alpha1.3_beta2.0_gamma0.5,1.3,2.0,0.5,1,0.8703703703703703,5,15,0.9526236057281494
wine,itc_alpha1.3_beta2.0_gamma0.5,1.3,2.0,0.5,2,0.8888888888888888,7,19,1.0268182754516602
wine,itc_alpha1.3_beta2.0_gamma0.6,1.3,2.0,0.6,0,0.8518518518518519,7,19,1.1580045223236084
wine,itc_alpha1.3_beta2.0_gamma0.6,1.3,2.0,0.6,1,0.8703703703703703,5,15,0.9576437473297119
wine,itc_alpha1.3_beta2.0_gamma0.6,1.3,2.0,0.6,2,0.8888888888888888,5,13,0.7837774753570557
wine,itc_alpha1.3_beta2.0_gamma0.7,1.3,2.0,0.7,0,0.9629629629629629,4,15,0.7788369655609131
wine,itc_alpha1.3_beta2.0_gamma0.7,1.3,2.0,0.7,1,0.8703703703703703,5,15,0.9446184635162354
wine,itc_alpha1.3_beta2.0_gamma0.7,1.3,2.0,0.7,2,0.9074074074074074,4,11,0.72782301902771
wine,itc_alpha1.3_beta2.5_gamma0.1,1.3,2.5,0.1,0,0.8888888888888888,5,15,1.32877779006958
wine,itc_alpha1.3_beta2.5_gamma0.1,1.3,2.5,0.1,1,0.8703703703703703,5,13,0.9619224071502686
wine,itc_alpha1.3_beta2.5_gamma0.1,1.3,2.5,0.1,2,0.8518518518518519,6,15,1.3478162288665771
wine,itc_alpha1.3_beta2.5_gamma0.2,1.3,2.5,0.2,0,0.8888888888888888,5,15,1.3825080394744873
wine,itc_alpha1.3_beta2.5_gamma0.2,1.3,2.5,0.2,1,0.8703703703703703,5,13,0.9397556781768799
wine,itc_alpha1.3_beta2.5_gamma0.2,1.3,2.5,0.2,2,0.9074074074074074,6,15,1.2407896518707275
wine,itc_alpha1.3_beta2.5_gamma0.3,1.3,2.5,0.3,0,0.8888888888888888,7,21,1.429680347442627
wine,itc_alpha1.3_beta2.5_gamma0.3,1.3,2.5,0.3,1,0.8703703703703703,5,15,0.9548261165618896
wine,itc_alpha1.3_beta2.5_gamma0.3,1.3,2.5,0.3,2,0.8888888888888888,4,13,1.045055866241455
wine,itc_alpha1.3_beta2.5_gamma0.4,1.3,2.5,0.4,0,0.8888888888888888,8,21,1.3214061260223389
wine,itc_alpha1.3_beta2.5_gamma0.4,1.3,2.5,0.4,1,0.8703703703703703,5,15,0.9765541553497314
wine,itc_alpha1.3_beta2.5_gamma0.4,1.3,2.5,0.4,2,0.8888888888888888,7,19,1.0878973007202148
wine,itc_alpha1.3_beta2.5_gamma0.5,1.3,2.5,0.5,0,0.8888888888888888,8,21,1.3711214065551758
wine,itc_alpha1.3_beta2.5_gamma0.5,1.3,2.5,0.5,1,0.8703703703703703,5,15,0.9648208618164062
wine,itc_alpha1.3_beta2.5_gamma0.5,1.3,2.5,0.5,2,0.9444444444444444,6,17,0.9743521213531494
wine,itc_alpha1.3_beta2.5_gamma0.6,1.3,2.5,0.6,0,0.9629629629629629,5,17,1.1481342315673828
wine,itc_alpha1.3_beta2.5_gamma0.6,1.3,2.5,0.6,1,0.8703703703703703,5,15,0.9702136516571045
wine,itc_alpha1.3_beta2.5_gamma0.6,1.3,2.5,0.6,2,0.8888888888888888,5,13,0.7855362892150879
wine,itc_alpha1.3_beta2.5_gamma0.7,1.3,2.5,0.7,0,0.9629629629629629,5,17,1.1487441062927246
wine,itc_alpha1.3_beta2.5_gamma0.7,1.3,2.5,0.7,1,0.8703703703703703,5,15,0.9625985622406006
wine,itc_alpha1.3_beta2.5_gamma0.7,1.3,2.5,0.7,2,0.9074074074074074,4,11,0.7673768997192383
wine,itc_alpha1.3_beta3.0_gamma0.1,1.3,3.0,0.1,0,0.8888888888888888,5,15,1.293586254119873
wine,itc_alpha1.3_beta3.0_gamma0.1,1.3,3.0,0.1,1,0.8148148148148148,6,15,1.235931396484375
wine,itc_alpha1.3_beta3.0_gamma0.1,1.3,3.0,0.1,2,0.9074074074074074,5,15,1.3421740531921387
wine,itc_alpha1.3_beta3.0_gamma0.2,1.3,3.0,0.2,0,0.8888888888888888,5,15,1.3142390251159668
wine,itc_alpha1.3_beta3.0_gamma0.2,1.3,3.0,0.2,1,0.8703703703703703,5,13,0.9527652263641357
wine,itc_alpha1.3_beta3.0_gamma0.2,1.3,3.0,0.2,2,0.9074074074074074,6,15,1.2006099224090576
wine,itc_alpha1.3_beta3.0_gamma0.3,1.3,3.0,0.3,0,0.8888888888888888,7,19,1.4834206104278564
wine,itc_alpha1.3_beta3.0_gamma0.3,1.3,3.0,0.3,1,0.8703703703703703,5,15,0.9648535251617432
wine,itc_alpha1.3_beta3.0_gamma0.3,1.3,3.0,0.3,2,0.8888888888888888,4,13,1.1647865772247314
wine,itc_alpha1.3_beta3.0_gamma0.4,1.3,3.0,0.4,0,0.8888888888888888,7,21,1.4417071342468262
wine,itc_alpha1.3_beta3.0_gamma0.4,1.3,3.0,0.4,1,0.8703703703703703,5,15,0.9694418907165527
wine,itc_alpha1.3_beta3.0_gamma0.4,1.3,3.0,0.4,2,0.9444444444444444,6,17,1.0446381568908691
wine,itc_alpha1.3_beta3.0_gamma0.5,1.3,3.0,0.5,0,0.8888888888888888,8,21,1.300555944442749
wine,itc_alpha1.3_beta3.0_gamma0.5,1.3,3.0,0.5,1,0.8703703703703703,5,15,0.9461781978607178
wine,itc_alpha1.3_beta3.0_gamma0.5,1.3,3.0,0.5,2,0.9444444444444444,6,17,0.9436976909637451
wine,itc_alpha1.3_beta3.0_gamma0.6,1.3,3.0,0.6,0,0.9629629629629629,5,17,1.160935640335083
wine,itc_alpha1.3_beta3.0_gamma0.6,1.3,3.0,0.6,1,0.8703703703703703,5,15,0.9835591316223145
wine,itc_alpha1.3_beta3.0_gamma0.6,1.3,3.0,0.6,2,0.9444444444444444,6,15,0.8740160465240479
wine,itc_alpha1.3_beta3.0_gamma0.7,1.3,3.0,0.7,0,0.9629629629629629,5,17,1.1119327545166016
wine,itc_alpha1.3_beta3.0_gamma0.7,1.3,3.0,0.7,1,0.8703703703703703,5,15,0.9437460899353027
wine,itc_alpha1.3_beta3.0_gamma0.7,1.3,3.0,0.7,2,0.9074074074074074,4,11,0.7397241592407227
wine,itc_alpha1.3_beta3.5_gamma0.1,1.3,3.5,0.1,0,0.8888888888888888,5,15,1.3083336353302002
wine,itc_alpha1.3_beta3.5_gamma0.1,1.3,3.5,0.1,1,0.8148148148148148,6,15,1.2397987842559814
wine,itc_alpha1.3_beta3.5_gamma0.1,1.3,3.5,0.1,2,0.9074074074074074,5,15,1.2727739810943604
wine,itc_alpha1.3_beta3.5_gamma0.2,1.3,3.5,0.2,0,0.8888888888888888,7,19,1.4157705307006836
wine,itc_alpha1.3_beta3.5_gamma0.2,1.3,3.5,0.2,1,0.8703703703703703,5,13,0.9385757446289062
wine,itc_alpha1.3_beta3.5_gamma0.2,1.3,3.5,0.2,2,0.8703703703703703,8,19,1.4754433631896973
wine,itc_alpha1.3_beta3.5_gamma0.3,1.3,3.5,0.3,0,0.8888888888888888,7,19,1.428734540939331
wine,itc_alpha1.3_beta3.5_gamma0.3,1.3,3.5,0.3,1,0.8703703703703703,5,13,0.9471659660339355
wine,itc_alpha1.3_beta3.5_gamma0.3,1.3,3.5,0.3,2,0.9259259259259259,5,17,1.17276930809021
wine,itc_alpha1.3_beta3.5_gamma0.4,1.3,3.5,0.4,0,0.8888888888888888,7,21,1.3993561267852783
wine,itc_alpha1.3_beta3.5_gamma0.4,1.3,3.5,0.4,1,0.8703703703703703,5,15,0.960282564163208
wine,itc_alpha1.3_beta3.5_gamma0.4,1.3,3.5,0.4,2,0.9444444444444444,6,17,0.942695140838623
wine,itc_alpha1.3_beta3.5_gamma0.5,1.3,3.5,0.5,0,0.9629629629629629,5,17,1.1630544662475586
wine,itc_alpha1.3_beta3.5_gamma0.5,1.3,3.5,0.5,1,0.8703703703703703,5,15,0.9671192169189453
wine,itc_alpha1.3_beta3.5_gamma0.5,1.3,3.5,0.5,2,0.9444444444444444,6,15,0.8721785545349121
wine,itc_alpha1.3_beta3.5_gamma0.6,1.3,3.5,0.6,0,0.9629629629629629,5,17,1.1757910251617432
wine,itc_alpha1.3_beta3.5_gamma0.6,1.3,3.5,0.6,1,0.8703703703703703,5,15,1.0005383491516113
wine,itc_alpha1.3_beta3.5_gamma0.6,1.3,3.5,0.6,2,0.9444444444444444,6,15,0.8852267265319824
wine,itc_alpha1.3_beta3.5_gamma0.7,1.3,3.5,0.7,0,0.9629629629629629,5,17,1.116638422012329
wine,itc_alpha1.3_beta3.5_gamma0.7,1.3,3.5,0.7,1,0.8703703703703703,5,15,0.9599764347076416
wine,itc_alpha1.3_beta3.5_gamma0.7,1.3,3.5,0.7,2,0.8888888888888888,5,13,0.7840511798858643
wine,itc_alpha1.3_beta4.0_gamma0.1,1.3,4.0,0.1,0,0.8888888888888888,5,15,1.3858375549316406
wine,itc_alpha1.3_beta4.0_gamma0.1,1.3,4.0,0.1,1,0.8148148148148148,6,15,1.2265996932983398
wine,itc_alpha1.3_beta4.0_gamma0.1,1.3,4.0,0.1,2,0.8518518518518519,6,15,1.421738862991333
wine,itc_alpha1.3_beta4.0_gamma0.2,1.3,4.0,0.2,0,0.8888888888888888,7,19,1.4753711223602295
wine,itc_alpha1.3_beta4.0_gamma0.2,1.3,4.0,0.2,1,0.8703703703703703,5,13,0.9571633338928223
wine,itc_alpha1.3_beta4.0_gamma0.2,1.3,4.0,0.2,2,0.8703703703703703,8,19,1.4929170608520508
wine,itc_alpha1.3_beta4.0_gamma0.3,1.3,4.0,0.3,0,0.9444444444444444,6,17,1.2501764297485352
wine,itc_alpha1.3_beta4.0_gamma0.3,1.3,4.0,0.3,1,0.8703703703703703,5,13,0.938697338104248
wine,itc_alpha1.3_beta4.0_gamma0.3,1.3,4.0,0.3,2,0.9259259259259259,5,17,1.039172649383545
wine,itc_alpha1.3_beta4.0_gamma0.4,1.3,4.0,0.4,0,0.9629629629629629,5,17,1.1201541423797607
wine,itc_alpha1.3_beta4.0_gamma0.4,1.3,4.0,0.4,1,0.8703703703703703,5,15,0.9814503192901611
wine,itc_alpha1.3_beta4.0_gamma0.4,1.3,4.0,0.4,2,0.9444444444444444,6,17,0.9388093948364258
wine,itc_alpha1.3_beta4.0_gamma0.5,1.3,4.0,0.5,0,0.9629629629629629,5,17,1.157114028930664
wine,itc_alpha1.3_beta4.0_gamma0.5,1.3,4.0,0.5,1,0.8703703703703703,5,15,0.9418559074401855
wine,itc_alpha1.3_beta4.0_gamma0.5,1.3,4.0,0.5,2,0.9444444444444444,6,15,0.8617138862609863
wine,itc_alpha1.3_beta4.0_gamma0.6,1.3,4.0,0.6,0,0.9629629629629629,5,17,1.1440906524658203
wine,itc_alpha1.3_beta4.0_gamma0.6,1.3,4.0,0.6,1,0.8703703703703703,5,15,0.9546830654144287
wine,itc_alpha1.3_beta4.0_gamma0.6,1.3,4.0,0.6,2,0.9444444444444444,6,15,0.8556458950042725
wine,itc_alpha1.3_beta4.0_gamma0.7,1.3,4.0,0.7,0,0.9629629629629629,5,17,1.1173787117004395
wine,itc_alpha1.3_beta4.0_gamma0.7,1.3,4.0,0.7,1,0.8703703703703703,5,15,0.9493701457977295
wine,itc_alpha1.3_beta4.0_gamma0.7,1.3,4.0,0.7,2,0.8888888888888888,5,13,0.7885212898254395
wine,itc_alpha1.3_beta4.5_gamma0.1,1.3,4.5,0.1,0,0.8888888888888888,5,15,1.3463051319122314
wine,itc_alpha1.3_beta4.5_gamma0.1,1.3,4.5,0.1,1,0.8333333333333334,6,17,1.2900819778442383
wine,itc_alpha1.3_beta4.5_gamma0.1,1.3,4.5,0.1,2,0.8518518518518519,6,15,1.3477985858917236
wine,itc_alpha1.3_beta4.5_gamma0.2,1.3,4.5,0.2,0,0.9444444444444444,6,17,1.243924856185913
wine,itc_alpha1.3_beta4.5_gamma0.2,1.3,4.5,0.2,1,0.8703703703703703,5,13,0.9599847793579102
wine,itc_alpha1.3_beta4.5_gamma0.2,1.3,4.5,0.2,2,0.8703703703703703,8,19,1.4434514045715332
wine,itc_alpha1.3_beta4.5_gamma0.3,1.3,4.5,0.3,0,0.9444444444444444,6,17,1.2159881591796875
wine,itc_alpha1.3_beta4.5_gamma0.3,1.3,4.5,0.3,1,0.8703703703703703,5,13,0.9482865333557129
wine,itc_alpha1.3_beta4.5_gamma0.3,1.3,4.5,0.3,2,0.9074074074074074,6,15,1.19146728515625
wine,itc_alpha1.3_beta4.5_gamma0.4,1.3,4.5,0.4,0,0.9629629629629629,5,17,1.153874158859253
wine,itc_alpha1.3_beta4.5_gamma0.4,1.3,4.5,0.4,1,0.8703703703703703,5,15,0.9628086090087891
wine,itc_alpha1.3_beta4.5_gamma0.4,1.3,4.5,0.4,2,0.9444444444444444,6,17,0.945082426071167
wine,itc_alpha1.3_beta4.5_gamma0.5,1.3,4.5,0.5,0,0.9629629629629629,5,17,1.1432576179504395
wine,itc_alpha1.3_beta4.5_gamma0.5,1.3,4.5,0.5,1,0.8703703703703703,5,15,0.9652600288391113
wine,itc_alpha1.3_beta4.5_gamma0.5,1.3,4.5,0.5,2,0.9444444444444444,6,15,0.8629238605499268
wine,itc_alpha1.3_beta4.5_gamma0.6,1.3,4.5,0.6,0,0.9629629629629629,5,17,1.102433443069458
wine,itc_alpha1.3_beta4.5_gamma0.6,1.3,4.5,0.6,1,0.8703703703703703,5,15,0.9435756206512451
wine,itc_alpha1.3_beta4.5_gamma0.6,1.3,4.5,0.6,2,0.9444444444444444,6,15,0.8561947345733643
wine,itc_alpha1.3_beta4.5_gamma0.7,1.3,4.5,0.7,0,0.9629629629629629,5,17,1.0783562660217285
wine,itc_alpha1.3_beta4.5_gamma0.7,1.3,4.5,0.7,1,0.8703703703703703,5,15,0.9607892036437988
wine,itc_alpha1.3_beta4.5_gamma0.7,1.3,4.5,0.7,2,0.8888888888888888,5,13,0.781790018081665
wine,itc_alpha1.5_beta2.0_gamma0.1,1.5,2.0,0.1,0,0.8888888888888888,5,15,1.296661376953125
wine,itc_alpha1.5_beta2.0_gamma0.1,1.5,2.0,0.1,1,0.8703703703703703,5,13,0.9675395488739014
wine,itc_alpha1.5_beta2.0_gamma0.1,1.5,2.0,0.1,2,0.8518518518518519,6,15,1.3481698036193848
wine,itc_alpha1.5_beta2.0_gamma0.2,1.5,2.0,0.2,0,0.8888888888888888,5,15,1.3149678707122803
wine,itc_alpha1.5_beta2.0_gamma0.2,1.5,2.0,0.2,1,0.8703703703703703,5,13,0.9931094646453857
wine,itc_alpha1.5_beta2.0_gamma0.2,1.5,2.0,0.2,2,0.8888888888888888,4,13,1.0419082641601562
wine,itc_alpha1.5_beta2.0_gamma0.3,1.5,2.0,0.3,0,0.8888888888888888,5,15,1.3663268089294434
wine,itc_alpha1.5_beta2.0_gamma0.3,1.5,2.0,0.3,1,0.8703703703703703,5,15,1.013674020767212
wine,itc_alpha1.5_beta2.0_gamma0.3,1.5,2.0,0.3,2,0.8888888888888888,4,13,1.0336074829101562
wine,itc_alpha1.5_beta2.0_gamma0.4,1.5,2.0,0.4,0,0.8888888888888888,8,21,1.413076400756836
wine,itc_alpha1.5_beta2.0_gamma0.4,1.5,2.0,0.4,1,0.8703703703703703,5,15,0.969048023223877
wine,itc_alpha1.5_beta2.0_gamma0.4,1.5,2.0,0.4,2,0.8888888888888888,7,19,1.1758332252502441
wine,itc_alpha1.5_beta2.0_gamma0.5,1.5,2.0,0.5,0,0.8888888888888888,8,21,1.3206424713134766
wine,itc_alpha1.5_beta2.0_gamma0.5,1.5,2.0,0.5,1,0.8703703703703703,5,15,0.9423604011535645
wine,itc_alpha1.5_beta2.0_gamma0.5,1.5,2.0,0.5,2,0.8888888888888888,5,13,0.7949039936065674
wine,itc_alpha1.5_beta2.0_gamma0.6,1.5,2.0,0.6,0,0.8888888888888888,8,21,1.294712781906128
