dataset,metric,alpha,beta,gamma,run,accuracy,tree_depth,tree_size,training_time
iris,itc_alpha1.3_beta4.0_gamma0.5,1.3,4.0,0.5,1,0.9555555555555556,6,19,0.12653136253356934
iris,itc_alpha1.3_beta4.0_gamma0.5,1.3,4.0,0.5,2,0.9555555555555556,4,13,0.09062314033508301
iris,itc_alpha1.3_beta4.0_gamma0.6,1.3,4.0,0.6,0,0.9555555555555556,5,15,0.0964517593383789
iris,itc_alpha1.3_beta4.0_gamma0.6,1.3,4.0,0.6,1,0.9555555555555556,6,19,0.1271228790283203
iris,itc_alpha1.3_beta4.0_gamma0.6,1.3,4.0,0.6,2,0.9555555555555556,4,13,0.0901634693145752
iris,itc_alpha1.3_beta4.0_gamma0.7,1.3,4.0,0.7,0,0.9333333333333333,6,15,0.11031150817871094
iris,itc_alpha1.3_beta4.0_gamma0.7,1.3,4.0,0.7,1,0.9555555555555556,6,19,0.12425684928894043
iris,itc_alpha1.3_beta4.0_gamma0.7,1.3,4.0,0.7,2,0.9555555555555556,4,13,0.09096384048461914
iris,itc_alpha1.3_beta4.5_gamma0.1,1.3,4.5,0.1,0,0.8666666666666667,5,13,0.10416984558105469
iris,itc_alpha1.3_beta4.5_gamma0.1,1.3,4.5,0.1,1,0.9777777777777777,5,15,0.12357234954833984
iris,itc_alpha1.3_beta4.5_gamma0.1,1.3,4.5,0.1,2,0.9555555555555556,4,11,0.10392475128173828
iris,itc_alpha1.3_beta4.5_gamma0.2,1.3,4.5,0.2,0,0.8666666666666667,5,13,0.10722756385803223
iris,itc_alpha1.3_beta4.5_gamma0.2,1.3,4.5,0.2,1,0.9777777777777777,5,15,0.1232149600982666
iris,itc_alpha1.3_beta4.5_gamma0.2,1.3,4.5,0.2,2,0.9555555555555556,4,11,0.10413885116577148
iris,itc_alpha1.3_beta4.5_gamma0.3,1.3,4.5,0.3,0,0.9333333333333333,6,15,0.1112985610961914
iris,itc_alpha1.3_beta4.5_gamma0.3,1.3,4.5,0.3,1,0.9777777777777777,5,15,0.12428879737854004
iris,itc_alpha1.3_beta4.5_gamma0.3,1.3,4.5,0.3,2,0.9555555555555556,4,11,0.10721635818481445
iris,itc_alpha1.3_beta4.5_gamma0.4,1.3,4.5,0.4,0,0.9333333333333333,6,15,0.10143399238586426
iris,itc_alpha1.3_beta4.5_gamma0.4,1.3,4.5,0.4,1,0.9777777777777777,5,15,0.12422871589660645
iris,itc_alpha1.3_beta4.5_gamma0.4,1.3,4.5,0.4,2,0.9555555555555556,5,15,0.10537171363830566
iris,itc_alpha1.3_beta4.5_gamma0.5,1.3,4.5,0.5,0,0.9333333333333333,6,15,0.0936136245727539
iris,itc_alpha1.3_beta4.5_gamma0.5,1.3,4.5,0.5,1,0.9555555555555556,6,19,0.12333059310913086
iris,itc_alpha1.3_beta4.5_gamma0.5,1.3,4.5,0.5,2,0.9555555555555556,4,13,0.09064292907714844
iris,itc_alpha1.3_beta4.5_gamma0.6,1.3,4.5,0.6,0,0.9333333333333333,6,15,0.10846734046936035
iris,itc_alpha1.3_beta4.5_gamma0.6,1.3,4.5,0.6,1,0.9555555555555556,6,19,0.12942790985107422
iris,itc_alpha1.3_beta4.5_gamma0.6,1.3,4.5,0.6,2,0.9555555555555556,4,13,0.09813761711120605
iris,itc_alpha1.3_beta4.5_gamma0.7,1.3,4.5,0.7,0,0.9333333333333333,6,15,0.09601545333862305
iris,itc_alpha1.3_beta4.5_gamma0.7,1.3,4.5,0.7,1,0.9555555555555556,6,19,0.12691402435302734
iris,itc_alpha1.3_beta4.5_gamma0.7,1.3,4.5,0.7,2,0.9555555555555556,4,13,0.09074735641479492
iris,itc_alpha1.5_beta2.0_gamma0.1,1.5,2.0,0.1,0,0.8666666666666667,5,13,0.12128281593322754
iris,itc_alpha1.5_beta2.0_gamma0.1,1.5,2.0,0.1,1,1.0,6,19,0.14571475982666016
iris,itc_alpha1.5_beta2.0_gamma0.1,1.5,2.0,0.1,2,0.9555555555555556,4,11,0.10393047332763672
iris,itc_alpha1.5_beta2.0_gamma0.2,1.5,2.0,0.2,0,0.9111111111111111,5,15,0.12212014198303223
iris,itc_alpha1.5_beta2.0_gamma0.2,1.5,2.0,0.2,1,0.9777777777777777,5,17,0.13550376892089844
iris,itc_alpha1.5_beta2.0_gamma0.2,1.5,2.0,0.2,2,0.9555555555555556,4,11,0.11142659187316895
iris,itc_alpha1.5_beta2.0_gamma0.3,1.5,2.0,0.3,0,0.9111111111111111,5,15,0.11357378959655762
iris,itc_alpha1.5_beta2.0_gamma0.3,1.5,2.0,0.3,1,0.9777777777777777,5,15,0.12616991996765137
iris,itc_alpha1.5_beta2.0_gamma0.3,1.5,2.0,0.3,2,0.9555555555555556,4,11,0.1059565544128418
iris,itc_alpha1.5_beta2.0_gamma0.4,1.5,2.0,0.4,0,0.9111111111111111,5,15,0.11966443061828613
iris,itc_alpha1.5_beta2.0_gamma0.4,1.5,2.0,0.4,1,0.9777777777777777,5,15,0.1342029571533203
iris,itc_alpha1.5_beta2.0_gamma0.4,1.5,2.0,0.4,2,0.9555555555555556,5,15,0.10573244094848633
iris,itc_alpha1.5_beta2.0_gamma0.5,1.5,2.0,0.5,0,0.9111111111111111,5,15,0.10713934898376465
iris,itc_alpha1.5_beta2.0_gamma0.5,1.5,2.0,0.5,1,0.9555555555555556,6,19,0.12917160987854004
iris,itc_alpha1.5_beta2.0_gamma0.5,1.5,2.0,0.5,2,0.9555555555555556,4,13,0.09081649780273438
iris,itc_alpha1.5_beta2.0_gamma0.6,1.5,2.0,0.6,0,0.9111111111111111,5,15,0.11952638626098633
iris,itc_alpha1.5_beta2.0_gamma0.6,1.5,2.0,0.6,1,0.9555555555555556,6,19,0.1367335319519043
iris,itc_alpha1.5_beta2.0_gamma0.6,1.5,2.0,0.6,2,0.9555555555555556,4,13,0.09078836441040039
iris,itc_alpha1.5_beta2.0_gamma0.7,1.5,2.0,0.7,0,0.9333333333333333,6,15,0.09864139556884766
iris,itc_alpha1.5_beta2.0_gamma0.7,1.5,2.0,0.7,1,0.9555555555555556,6,19,0.12523341178894043
iris,itc_alpha1.5_beta2.0_gamma0.7,1.5,2.0,0.7,2,0.9555555555555556,4,13,0.09073972702026367
iris,itc_alpha1.5_beta2.5_gamma0.1,1.5,2.5,0.1,0,0.8666666666666667,5,13,0.10752677917480469
iris,itc_alpha1.5_beta2.5_gamma0.1,1.5,2.5,0.1,1,0.9777777777777777,4,9,0.10387825965881348
iris,itc_alpha1.5_beta2.5_gamma0.1,1.5,2.5,0.1,2,0.9555555555555556,4,11,0.10276651382446289
iris,itc_alpha1.5_beta2.5_gamma0.2,1.5,2.5,0.2,0,0.8666666666666667,5,13,0.11616706848144531
iris,itc_alpha1.5_beta2.5_gamma0.2,1.5,2.5,0.2,1,0.9777777777777777,5,15,0.12365269660949707
iris,itc_alpha1.5_beta2.5_gamma0.2,1.5,2.5,0.2,2,0.9555555555555556,4,11,0.10379433631896973
iris,itc_alpha1.5_beta2.5_gamma0.3,1.5,2.5,0.3,0,0.9111111111111111,5,15,0.10765671730041504
iris,itc_alpha1.5_beta2.5_gamma0.3,1.5,2.5,0.3,1,0.9777777777777777,5,15,0.12383484840393066
iris,itc_alpha1.5_beta2.5_gamma0.3,1.5,2.5,0.3,2,0.9555555555555556,4,11,0.11927580833435059
iris,itc_alpha1.5_beta2.5_gamma0.4,1.5,2.5,0.4,0,0.9111111111111111,5,15,0.101898193359375
iris,itc_alpha1.5_beta2.5_gamma0.4,1.5,2.5,0.4,1,0.9777777777777777,5,15,0.12784314155578613
iris,itc_alpha1.5_beta2.5_gamma0.4,1.5,2.5,0.4,2,0.9555555555555556,5,15,0.12105917930603027
iris,itc_alpha1.5_beta2.5_gamma0.5,1.5,2.5,0.5,0,0.9111111111111111,5,15,0.11851119995117188
iris,itc_alpha1.5_beta2.5_gamma0.5,1.5,2.5,0.5,1,0.9555555555555556,6,19,0.1462550163269043
iris,itc_alpha1.5_beta2.5_gamma0.5,1.5,2.5,0.5,2,0.9555555555555556,4,13,0.08945322036743164
iris,itc_alpha1.5_beta2.5_gamma0.6,1.5,2.5,0.6,0,0.9333333333333333,6,15,0.1046590805053711
iris,itc_alpha1.5_beta2.5_gamma0.6,1.5,2.5,0.6,1,0.9555555555555556,6,19,0.1269376277923584
iris,itc_alpha1.5_beta2.5_gamma0.6,1.5,2.5,0.6,2,0.9555555555555556,4,13,0.09512567520141602
iris,itc_alpha1.5_beta2.5_gamma0.7,1.5,2.5,0.7,0,0.9333333333333333,6,15,0.10951042175292969
iris,itc_alpha1.5_beta2.5_gamma0.7,1.5,2.5,0.7,1,0.9555555555555556,6,19,0.13914036750793457
iris,itc_alpha1.5_beta2.5_gamma0.7,1.5,2.5,0.7,2,0.9555555555555556,4,13,0.09925174713134766
iris,itc_alpha1.5_beta3.0_gamma0.1,1.5,3.0,0.1,0,0.8666666666666667,5,13,0.11712956428527832
iris,itc_alpha1.5_beta3.0_gamma0.1,1.5,3.0,0.1,1,0.9333333333333333,4,11,0.11922430992126465
iris,itc_alpha1.5_beta3.0_gamma0.1,1.5,3.0,0.1,2,0.9555555555555556,4,11,0.10267853736877441
iris,itc_alpha1.5_beta3.0_gamma0.2,1.5,3.0,0.2,0,0.8666666666666667,5,13,0.1166839599609375
iris,itc_alpha1.5_beta3.0_gamma0.2,1.5,3.0,0.2,1,0.9777777777777777,5,15,0.12495589256286621
iris,itc_alpha1.5_beta3.0_gamma0.2,1.5,3.0,0.2,2,0.9555555555555556,4,11,0.1020350456237793
iris,itc_alpha1.5_beta3.0_gamma0.3,1.5,3.0,0.3,0,0.9111111111111111,5,15,0.102630615234375
iris,itc_alpha1.5_beta3.0_gamma0.3,1.5,3.0,0.3,1,0.9777777777777777,5,15,0.12266755104064941
iris,itc_alpha1.5_beta3.0_gamma0.3,1.5,3.0,0.3,2,0.9555555555555556,4,11,0.10845160484313965
iris,itc_alpha1.5_beta3.0_gamma0.4,1.5,3.0,0.4,0,0.9111111111111111,5,15,0.11451387405395508
iris,itc_alpha1.5_beta3.0_gamma0.4,1.5,3.0,0.4,1,0.9777777777777777,5,15,0.12595033645629883
iris,itc_alpha1.5_beta3.0_gamma0.4,1.5,3.0,0.4,2,0.9555555555555556,5,15,0.12271809577941895
iris,itc_alpha1.5_beta3.0_gamma0.5,1.5,3.0,0.5,0,0.9111111111111111,5,15,0.12004637718200684
iris,itc_alpha1.5_beta3.0_gamma0.5,1.5,3.0,0.5,1,0.9555555555555556,6,19,0.1373140811920166
iris,itc_alpha1.5_beta3.0_gamma0.5,1.5,3.0,0.5,2,0.9555555555555556,5,15,0.1040346622467041
iris,itc_alpha1.5_beta3.0_gamma0.6,1.5,3.0,0.6,0,0.9333333333333333,6,15,0.10566186904907227
iris,itc_alpha1.5_beta3.0_gamma0.6,1.5,3.0,0.6,1,0.9555555555555556,6,19,0.12707829475402832
iris,itc_alpha1.5_beta3.0_gamma0.6,1.5,3.0,0.6,2,0.9555555555555556,4,13,0.08945107460021973
iris,itc_alpha1.5_beta3.0_gamma0.7,1.5,3.0,0.7,0,0.9333333333333333,6,15,0.10570836067199707
iris,itc_alpha1.5_beta3.0_gamma0.7,1.5,3.0,0.7,1,0.9555555555555556,6,19,0.12366437911987305
iris,itc_alpha1.5_beta3.0_gamma0.7,1.5,3.0,0.7,2,0.9555555555555556,4,13,0.08925390243530273
iris,itc_alpha1.5_beta3.5_gamma0.1,1.5,3.5,0.1,0,0.8666666666666667,5,13,0.12339377403259277
iris,itc_alpha1.5_beta3.5_gamma0.1,1.5,3.5,0.1,1,0.9111111111111111,5,15,0.1329503059387207
iris,itc_alpha1.5_beta3.5_gamma0.1,1.5,3.5,0.1,2,0.9555555555555556,4,11,0.10248732566833496
iris,itc_alpha1.5_beta3.5_gamma0.2,1.5,3.5,0.2,0,0.8666666666666667,5,13,0.11734366416931152
iris,itc_alpha1.5_beta3.5_gamma0.2,1.5,3.5,0.2,1,0.9777777777777777,5,15,0.13853168487548828
iris,itc_alpha1.5_beta3.5_gamma0.2,1.5,3.5,0.2,2,0.9555555555555556,4,11,0.11758542060852051
iris,itc_alpha1.5_beta3.5_gamma0.3,1.5,3.5,0.3,0,0.9111111111111111,5,15,0.10768294334411621
iris,itc_alpha1.5_beta3.5_gamma0.3,1.5,3.5,0.3,1,0.9777777777777777,5,15,0.12285923957824707
iris,itc_alpha1.5_beta3.5_gamma0.3,1.5,3.5,0.3,2,0.9555555555555556,4,11,0.10724806785583496
iris,itc_alpha1.5_beta3.5_gamma0.4,1.5,3.5,0.4,0,0.9111111111111111,5,15,0.11764144897460938
iris,itc_alpha1.5_beta3.5_gamma0.4,1.5,3.5,0.4,1,0.9777777777777777,5,15,0.12409543991088867
iris,itc_alpha1.5_beta3.5_gamma0.4,1.5,3.5,0.4,2,0.9555555555555556,5,15,0.10405755043029785
iris,itc_alpha1.5_beta3.5_gamma0.5,1.5,3.5,0.5,0,0.9333333333333333,6,15,0.10870718955993652
iris,itc_alpha1.5_beta3.5_gamma0.5,1.5,3.5,0.5,1,0.9777777777777777,5,15,0.12727832794189453
iris,itc_alpha1.5_beta3.5_gamma0.5,1.5,3.5,0.5,2,0.9555555555555556,5,15,0.10411667823791504
iris,itc_alpha1.5_beta3.5_gamma0.6,1.5,3.5,0.6,0,0.9333333333333333,6,15,0.10813784599304199
iris,itc_alpha1.5_beta3.5_gamma0.6,1.5,3.5,0.6,1,0.9555555555555556,6,19,0.12478518486022949
iris,itc_alpha1.5_beta3.5_gamma0.6,1.5,3.5,0.6,2,0.9555555555555556,4,13,0.0896153450012207
iris,itc_alpha1.5_beta3.5_gamma0.7,1.5,3.5,0.7,0,0.9333333333333333,6,15,0.10699224472045898
iris,itc_alpha1.5_beta3.5_gamma0.7,1.5,3.5,0.7,1,0.9555555555555556,6,19,0.1283261775970459
iris,itc_alpha1.5_beta3.5_gamma0.7,1.5,3.5,0.7,2,0.9555555555555556,4,13,0.1024162769317627
iris,itc_alpha1.5_beta4.0_gamma0.1,1.5,4.0,0.1,0,0.9111111111111111,4,11,0.10001397132873535
iris,itc_alpha1.5_beta4.0_gamma0.1,1.5,4.0,0.1,1,0.9777777777777777,5,17,0.13905572891235352
iris,itc_alpha1.5_beta4.0_gamma0.1,1.5,4.0,0.1,2,0.9555555555555556,4,11,0.10297894477844238
iris,itc_alpha1.5_beta4.0_gamma0.2,1.5,4.0,0.2,0,0.9111111111111111,4,11,0.11838078498840332
iris,itc_alpha1.5_beta4.0_gamma0.2,1.5,4.0,0.2,1,0.9777777777777777,5,15,0.1354537010192871
iris,itc_alpha1.5_beta4.0_gamma0.2,1.5,4.0,0.2,2,0.9555555555555556,4,11,0.11497688293457031
iris,itc_alpha1.5_beta4.0_gamma0.3,1.5,4.0,0.3,0,0.9111111111111111,5,15,0.11258411407470703
iris,itc_alpha1.5_beta4.0_gamma0.3,1.5,4.0,0.3,1,0.9777777777777777,5,15,0.11922669410705566
iris,itc_alpha1.5_beta4.0_gamma0.3,1.5,4.0,0.3,2,0.9555555555555556,4,11,0.10236287117004395
iris,itc_alpha1.5_beta4.0_gamma0.4,1.5,4.0,0.4,0,0.9111111111111111,5,15,0.11842012405395508
iris,itc_alpha1.5_beta4.0_gamma0.4,1.5,4.0,0.4,1,0.9777777777777777,5,15,0.12308526039123535
iris,itc_alpha1.5_beta4.0_gamma0.4,1.5,4.0,0.4,2,0.9555555555555556,5,15,0.10422325134277344
iris,itc_alpha1.5_beta4.0_gamma0.5,1.5,4.0,0.5,0,0.9333333333333333,6,15,0.1069178581237793
iris,itc_alpha1.5_beta4.0_gamma0.5,1.5,4.0,0.5,1,0.9555555555555556,6,19,0.14134454727172852
iris,itc_alpha1.5_beta4.0_gamma0.5,1.5,4.0,0.5,2,0.9555555555555556,5,15,0.10479998588562012
iris,itc_alpha1.5_beta4.0_gamma0.6,1.5,4.0,0.6,0,0.9333333333333333,6,15,0.09917712211608887
iris,itc_alpha1.5_beta4.0_gamma0.6,1.5,4.0,0.6,1,0.9555555555555556,6,19,0.12470078468322754
iris,itc_alpha1.5_beta4.0_gamma0.6,1.5,4.0,0.6,2,0.9555555555555556,4,13,0.08935141563415527
iris,itc_alpha1.5_beta4.0_gamma0.7,1.5,4.0,0.7,0,0.9333333333333333,6,15,0.10916972160339355
iris,itc_alpha1.5_beta4.0_gamma0.7,1.5,4.0,0.7,1,0.9555555555555556,6,19,0.12491345405578613
iris,itc_alpha1.5_beta4.0_gamma0.7,1.5,4.0,0.7,2,0.9555555555555556,4,13,0.08979535102844238
iris,itc_alpha1.5_beta4.5_gamma0.1,1.5,4.5,0.1,0,0.8666666666666667,5,13,0.11448311805725098
iris,itc_alpha1.5_beta4.5_gamma0.1,1.5,4.5,0.1,1,0.9777777777777777,5,17,0.13262367248535156
iris,itc_alpha1.5_beta4.5_gamma0.1,1.5,4.5,0.1,2,0.9555555555555556,4,11,0.10195016860961914
iris,itc_alpha1.5_beta4.5_gamma0.2,1.5,4.5,0.2,0,0.8666666666666667,5,13,0.11381101608276367
iris,itc_alpha1.5_beta4.5_gamma0.2,1.5,4.5,0.2,1,0.9777777777777777,5,15,0.12067985534667969
iris,itc_alpha1.5_beta4.5_gamma0.2,1.5,4.5,0.2,2,0.9555555555555556,4,11,0.10274195671081543
iris,itc_alpha1.5_beta4.5_gamma0.3,1.5,4.5,0.3,0,0.9111111111111111,5,15,0.12002134323120117
iris,itc_alpha1.5_beta4.5_gamma0.3,1.5,4.5,0.3,1,0.9777777777777777,5,15,0.12559747695922852
iris,itc_alpha1.5_beta4.5_gamma0.3,1.5,4.5,0.3,2,0.9555555555555556,4,11,0.10304594039916992
iris,itc_alpha1.5_beta4.5_gamma0.4,1.5,4.5,0.4,0,0.9333333333333333,6,15,0.10851263999938965
iris,itc_alpha1.5_beta4.5_gamma0.4,1.5,4.5,0.4,1,0.9777777777777777,5,15,0.12492680549621582
iris,itc_alpha1.5_beta4.5_gamma0.4,1.5,4.5,0.4,2,0.9555555555555556,5,15,0.10500383377075195
iris,itc_alpha1.5_beta4.5_gamma0.5,1.5,4.5,0.5,0,0.9333333333333333,6,15,0.1095590591430664
iris,itc_alpha1.5_beta4.5_gamma0.5,1.5,4.5,0.5,1,0.9555555555555556,6,19,0.12438178062438965
iris,itc_alpha1.5_beta4.5_gamma0.5,1.5,4.5,0.5,2,0.9555555555555556,5,15,0.10477948188781738
iris,itc_alpha1.5_beta4.5_gamma0.6,1.5,4.5,0.6,0,0.9333333333333333,6,15,0.09828472137451172
iris,itc_alpha1.5_beta4.5_gamma0.6,1.5,4.5,0.6,1,0.9555555555555556,6,19,0.12225484848022461
iris,itc_alpha1.5_beta4.5_gamma0.6,1.5,4.5,0.6,2,0.9555555555555556,4,13,0.08972477912902832
iris,itc_alpha1.5_beta4.5_gamma0.7,1.5,4.5,0.7,0,0.9333333333333333,6,15,0.1081533432006836
iris,itc_alpha1.5_beta4.5_gamma0.7,1.5,4.5,0.7,1,0.9555555555555556,6,19,0.12119007110595703
iris,itc_alpha1.5_beta4.5_gamma0.7,1.5,4.5,0.7,2,0.9555555555555556,4,13,0.08955907821655273
iris,itc_alpha1.7_beta2.0_gamma0.1,1.7,2.0,0.1,0,0.8666666666666667,5,13,0.11984491348266602
iris,itc_alpha1.7_beta2.0_gamma0.1,1.7,2.0,0.1,1,0.9777777777777777,4,9,0.11507749557495117
iris,itc_alpha1.7_beta2.0_gamma0.1,1.7,2.0,0.1,2,0.9555555555555556,4,11,0.10289406776428223
iris,itc_alpha1.7_beta2.0_gamma0.2,1.7,2.0,0.2,0,0.9111111111111111,5,15,0.11960434913635254
iris,itc_alpha1.7_beta2.0_gamma0.2,1.7,2.0,0.2,1,1.0,6,17,0.10278177261352539
iris,itc_alpha1.7_beta2.0_gamma0.2,1.7,2.0,0.2,2,0.9555555555555556,4,11,0.1204984188079834
iris,itc_alpha1.7_beta2.0_gamma0.3,1.7,2.0,0.3,0,0.9111111111111111,5,15,0.12008094787597656
iris,itc_alpha1.7_beta2.0_gamma0.3,1.7,2.0,0.3,1,0.9777777777777777,5,15,0.14134693145751953
iris,itc_alpha1.7_beta2.0_gamma0.3,1.7,2.0,0.3,2,0.9555555555555556,4,11,0.12020397186279297
iris,itc_alpha1.7_beta2.0_gamma0.4,1.7,2.0,0.4,0,0.9111111111111111,5,15,0.10213279724121094
iris,itc_alpha1.7_beta2.0_gamma0.4,1.7,2.0,0.4,1,0.9777777777777777,5,15,0.12349820137023926
iris,itc_alpha1.7_beta2.0_gamma0.4,1.7,2.0,0.4,2,0.9555555555555556,5,15,0.12070250511169434
iris,itc_alpha1.7_beta2.0_gamma0.5,1.7,2.0,0.5,0,0.9111111111111111,5,15,0.11764788627624512
iris,itc_alpha1.7_beta2.0_gamma0.5,1.7,2.0,0.5,1,0.9777777777777777,5,15,0.12628960609436035
iris,itc_alpha1.7_beta2.0_gamma0.5,1.7,2.0,0.5,2,0.9555555555555556,5,15,0.10969877243041992
iris,itc_alpha1.7_beta2.0_gamma0.6,1.7,2.0,0.6,0,0.9111111111111111,5,15,0.1147453784942627
iris,itc_alpha1.7_beta2.0_gamma0.6,1.7,2.0,0.6,1,0.9555555555555556,6,19,0.1326127052307129
iris,itc_alpha1.7_beta2.0_gamma0.6,1.7,2.0,0.6,2,0.9555555555555556,4,13,0.08945727348327637
iris,itc_alpha1.7_beta2.0_gamma0.7,1.7,2.0,0.7,0,0.9111111111111111,5,15,0.10824775695800781
iris,itc_alpha1.7_beta2.0_gamma0.7,1.7,2.0,0.7,1,0.9555555555555556,6,19,0.12137341499328613
iris,itc_alpha1.7_beta2.0_gamma0.7,1.7,2.0,0.7,2,0.9555555555555556,4,13,0.09093165397644043
iris,itc_alpha1.7_beta2.5_gamma0.1,1.7,2.5,0.1,0,0.8666666666666667,5,13,0.11137700080871582
iris,itc_alpha1.7_beta2.5_gamma0.1,1.7,2.5,0.1,1,0.9777777777777777,4,9,0.10494756698608398
iris,itc_alpha1.7_beta2.5_gamma0.1,1.7,2.5,0.1,2,0.9555555555555556,4,11,0.10269975662231445
iris,itc_alpha1.7_beta2.5_gamma0.2,1.7,2.5,0.2,0,0.8666666666666667,5,13,0.11725425720214844
iris,itc_alpha1.7_beta2.5_gamma0.2,1.7,2.5,0.2,1,0.9777777777777777,5,17,0.14243865013122559
iris,itc_alpha1.7_beta2.5_gamma0.2,1.7,2.5,0.2,2,0.9555555555555556,4,11,0.10867094993591309
iris,itc_alpha1.7_beta2.5_gamma0.3,1.7,2.5,0.3,0,0.9111111111111111,5,15,0.10262298583984375
iris,itc_alpha1.7_beta2.5_gamma0.3,1.7,2.5,0.3,1,0.9777777777777777,5,15,0.12463045120239258
iris,itc_alpha1.7_beta2.5_gamma0.3,1.7,2.5,0.3,2,0.9555555555555556,4,11,0.10713624954223633
iris,itc_alpha1.7_beta2.5_gamma0.4,1.7,2.5,0.4,0,0.9111111111111111,5,15,0.10252046585083008
iris,itc_alpha1.7_beta2.5_gamma0.4,1.7,2.5,0.4,1,0.9777777777777777,5,15,0.12085723876953125
iris,itc_alpha1.7_beta2.5_gamma0.4,1.7,2.5,0.4,2,0.9555555555555556,5,15,0.10471177101135254
iris,itc_alpha1.7_beta2.5_gamma0.5,1.7,2.5,0.5,0,0.9111111111111111,5,15,0.10195255279541016
iris,itc_alpha1.7_beta2.5_gamma0.5,1.7,2.5,0.5,1,0.9777777777777777,5,15,0.1200416088104248
iris,itc_alpha1.7_beta2.5_gamma0.5,1.7,2.5,0.5,2,0.9555555555555556,5,15,0.10403800010681152
iris,itc_alpha1.7_beta2.5_gamma0.6,1.7,2.5,0.6,0,0.9111111111111111,5,15,0.11391282081604004
iris,itc_alpha1.7_beta2.5_gamma0.6,1.7,2.5,0.6,1,0.9555555555555556,6,19,0.12315535545349121
iris,itc_alpha1.7_beta2.5_gamma0.6,1.7,2.5,0.6,2,0.9555555555555556,4,13,0.08954668045043945
iris,itc_alpha1.7_beta2.5_gamma0.7,1.7,2.5,0.7,0,0.9111111111111111,5,15,0.12063121795654297
iris,itc_alpha1.7_beta2.5_gamma0.7,1.7,2.5,0.7,1,0.9555555555555556,6,19,0.1285991668701172
iris,itc_alpha1.7_beta2.5_gamma0.7,1.7,2.5,0.7,2,0.9555555555555556,4,13,0.0898590087890625
iris,itc_alpha1.7_beta3.0_gamma0.1,1.7,3.0,0.1,0,0.8666666666666667,5,13,0.1174323558807373
iris,itc_alpha1.7_beta3.0_gamma0.1,1.7,3.0,0.1,1,0.9333333333333333,4,9,0.10436582565307617
iris,itc_alpha1.7_beta3.0_gamma0.1,1.7,3.0,0.1,2,0.9555555555555556,4,11,0.11892914772033691
iris,itc_alpha1.7_beta3.0_gamma0.2,1.7,3.0,0.2,0,0.8666666666666667,5,13,0.10367202758789062
iris,itc_alpha1.7_beta3.0_gamma0.2,1.7,3.0,0.2,1,0.9777777777777777,5,15,0.12434124946594238
iris,itc_alpha1.7_beta3.0_gamma0.2,1.7,3.0,0.2,2,0.9555555555555556,4,11,0.1036529541015625
iris,itc_alpha1.7_beta3.0_gamma0.3,1.7,3.0,0.3,0,0.9111111111111111,5,15,0.11342477798461914
iris,itc_alpha1.7_beta3.0_gamma0.3,1.7,3.0,0.3,1,0.9777777777777777,5,15,0.12989306449890137
iris,itc_alpha1.7_beta3.0_gamma0.3,1.7,3.0,0.3,2,0.9555555555555556,4,11,0.10308408737182617
iris,itc_alpha1.7_beta3.0_gamma0.4,1.7,3.0,0.4,0,0.9111111111111111,5,15,0.11982583999633789
iris,itc_alpha1.7_beta3.0_gamma0.4,1.7,3.0,0.4,1,0.9777777777777777,5,15,0.13788795471191406
iris,itc_alpha1.7_beta3.0_gamma0.4,1.7,3.0,0.4,2,0.9555555555555556,4,11,0.11550736427307129
iris,itc_alpha1.7_beta3.0_gamma0.5,1.7,3.0,0.5,0,0.9111111111111111,5,15,0.10555171966552734
iris,itc_alpha1.7_beta3.0_gamma0.5,1.7,3.0,0.5,1,0.9777777777777777,5,15,0.13572096824645996
iris,itc_alpha1.7_beta3.0_gamma0.5,1.7,3.0,0.5,2,0.9555555555555556,5,15,0.10537123680114746
iris,itc_alpha1.7_beta3.0_gamma0.6,1.7,3.0,0.6,0,0.9111111111111111,5,15,0.10610795021057129
iris,itc_alpha1.7_beta3.0_gamma0.6,1.7,3.0,0.6,1,0.9555555555555556,6,19,0.12795352935791016
iris,itc_alpha1.7_beta3.0_gamma0.6,1.7,3.0,0.6,2,0.9555555555555556,4,13,0.09130334854125977
iris,itc_alpha1.7_beta3.0_gamma0.7,1.7,3.0,0.7,0,0.9111111111111111,5,15,0.10417914390563965
iris,itc_alpha1.7_beta3.0_gamma0.7,1.7,3.0,0.7,1,0.9555555555555556,6,19,0.12883949279785156
iris,itc_alpha1.7_beta3.0_gamma0.7,1.7,3.0,0.7,2,0.9555555555555556,4,13,0.09091615676879883
iris,itc_alpha1.7_beta3.5_gamma0.1,1.7,3.5,0.1,0,0.8666666666666667,5,13,0.10949254035949707
iris,itc_alpha1.7_beta3.5_gamma0.1,1.7,3.5,0.1,1,0.9333333333333333,4,11,0.12478351593017578
iris,itc_alpha1.7_beta3.5_gamma0.1,1.7,3.5,0.1,2,0.9555555555555556,4,11,0.10620474815368652
iris,itc_alpha1.7_beta3.5_gamma0.2,1.7,3.5,0.2,0,0.8666666666666667,5,13,0.12693214416503906
iris,itc_alpha1.7_beta3.5_gamma0.2,1.7,3.5,0.2,1,0.9777777777777777,5,15,0.13312101364135742
iris,itc_alpha1.7_beta3.5_gamma0.2,1.7,3.5,0.2,2,0.9555555555555556,4,11,0.10496973991394043
iris,itc_alpha1.7_beta3.5_gamma0.3,1.7,3.5,0.3,0,0.9111111111111111,5,15,0.11505770683288574
