dataset,metric,run,accuracy,log_loss,tree_depth,tree_size,training_time,n_features,n_classes,n_samples
digits,gini,4,0.8722222222222222,4.605577933053858,14,263,7.344540119171143,64,10,1797
digits,shannon,4,0.8814814814814815,4.271840401673144,9,227,8.025017499923706,64,10,1797
digits,misclassification,4,0.8462962962962963,5.540043020919859,17,261,8.774211883544922,64,10,1797
digits,renyi_0.5,4,0.8629629629629629,4.939315464434573,11,213,8.27684736251831,64,10,1797
digits,renyi_2.0,4,0.8629629629629629,4.939315464434572,18,289,11.366953372955322,64,10,1797
digits,tsallis_0.5,4,0.85,5.406548008367572,10,213,7.951727867126465,64,10,1797
digits,tsallis_1.3,4,0.8666666666666667,4.805820451882287,10,227,8.611970901489258,64,10,1797
digits,tsallis_2.0,4,0.8722222222222222,4.605577933053858,14,263,9.012110233306885,64,10,1797
digits,norm_tsallis_1.3,4,0.8611111111111112,5.006062970710715,11,229,8.836294412612915,64,10,1797
digits,kumaraswamy,4,0.8388888888888889,5.80703304602443,18,291,11.549972295761108,64,10,1797
digits,cross_entropy,4,0.10185185185185185,32.37254054392929,0,1,0.2387988567352295,64,10,1797
digits,kl_divergence,4,0.10185185185185185,32.37254054392929,0,1,0.23864030838012695,64,10,1797
digits,js_divergence,4,0.10185185185185185,32.37254054392929,0,1,0.2811727523803711,64,10,1797
digits,hellinger,4,0.10185185185185185,32.37254054392929,0,1,0.24660015106201172,64,10,1797
digits,energy,4,0.10185185185185185,32.37254054392929,0,1,0.22578740119934082,64,10,1797
digits,polarization_3.5,4,0.524074074074074,17.15410911296872,19,189,12.20057225227356,64,10,1797
digits,bregman_squared,4,0.10185185185185185,32.37254054392929,0,1,0.2597784996032715,64,10,1797
digits,bregman_entropy,4,0.10185185185185185,32.37254054392929,0,1,0.35781145095825195,64,10,1797
digits,itc,4,0.7962962962962963,7.342225690375717,13,283,15.37561821937561,64,10,1797
digits,itc_alpha1.3,4,0.8518518518518519,5.33980050209143,10,247,14.659382104873657,64,10,1797
digits,itc_alpha1.7,4,0.825925925925926,6.27426558995743,13,273,15.338552951812744,64,10,1797
digits,shannon_polarization,4,0.8407407407407408,5.740285539748287,10,247,14.215644836425781,64,10,1797
digits,tsallis_hellinger,4,0.8537037037037037,5.273052995815287,11,231,15.786277055740356,64,10,1797
binary_balanced,gini,0,0.97,1.0813096016735146,7,41,5.242593765258789,10,2,1000
binary_balanced,shannon,0,0.9633333333333334,1.3216006242676293,7,43,5.893547296524048,10,2,1000
binary_balanced,misclassification,0,0.9466666666666667,1.922328180752915,12,69,8.428017616271973,10,2,1000
binary_balanced,renyi_0.5,0,0.9666666666666667,1.2014551129705722,11,45,5.246241331100464,10,2,1000
binary_balanced,renyi_2.0,0,0.97,1.0813096016735146,7,45,7.271380186080933,10,2,1000
binary_balanced,tsallis_0.5,0,0.9833333333333333,0.6007275564852861,11,43,5.083376884460449,10,2,1000
binary_balanced,tsallis_1.3,0,0.96,1.4417461355646863,8,43,5.996709108352661,10,2,1000
binary_balanced,tsallis_2.0,0,0.97,1.0813096016735146,7,41,6.445645332336426,10,2,1000
binary_balanced,norm_tsallis_1.3,0,0.96,1.4417461355646863,8,43,5.9520251750946045,10,2,1000
binary_balanced,kumaraswamy,0,0.9433333333333334,2.042473692049972,6,29,7.114011287689209,10,2,1000
binary_balanced,cross_entropy,0,0.76,8.650476813388117,14,31,17.70390248298645,10,2,1000
binary_balanced,kl_divergence,0,0.5,18.021826694558573,0,1,0.0007395744323730469,10,2,1000
binary_balanced,js_divergence,0,0.5,18.021826694558573,0,1,0.0006821155548095703,10,2,1000
binary_balanced,hellinger,0,0.5,18.021826694558573,0,1,0.0005435943603515625,10,2,1000
binary_balanced,energy,0,0.5,18.021826694558573,0,1,0.0005085468292236328,10,2,1000
binary_balanced,polarization_3.5,0,0.9466666666666667,1.922328180752915,16,49,10.342927932739258,10,2,1000
binary_balanced,bregman_squared,0,0.5,18.021826694558573,0,1,0.0009634494781494141,10,2,1000
binary_balanced,bregman_entropy,0,0.5,18.021826694558573,0,1,0.0007250308990478516,10,2,1000
binary_balanced,itc,0,0.97,1.0813096016735146,12,45,8.410053014755249,10,2,1000
binary_balanced,itc_alpha1.3,0,0.97,1.0813096016735146,12,45,8.330448389053345,10,2,1000
binary_balanced,itc_alpha1.7,0,0.97,1.0813096016735146,12,45,8.281583070755005,10,2,1000
binary_balanced,shannon_polarization,0,0.97,1.0813096016735146,12,43,8.868734121322632,10,2,1000
binary_balanced,tsallis_hellinger,0,0.9733333333333334,0.9611640903764577,7,33,11.294357776641846,10,2,1000
binary_balanced,gini,1,0.95,1.8021826694558578,6,37,4.809666872024536,10,2,1000
binary_balanced,shannon,1,0.9533333333333334,1.6820371581588005,7,39,5.306519031524658,10,2,1000
binary_balanced,misclassification,1,0.9066666666666666,3.364074316317601,14,93,9.108549118041992,10,2,1000
binary_balanced,renyi_0.5,1,0.9566666666666667,1.5618916468617432,10,39,4.795939207077026,10,2,1000
binary_balanced,renyi_2.0,1,0.9533333333333334,1.6820371581588005,7,47,7.494030714035034,10,2,1000
binary_balanced,tsallis_0.5,1,0.9533333333333334,1.6820371581588005,8,41,4.666052341461182,10,2,1000
binary_balanced,tsallis_1.3,1,0.9533333333333334,1.6820371581588005,7,39,5.528292655944824,10,2,1000
binary_balanced,tsallis_2.0,1,0.95,1.8021826694558578,6,37,5.9416821002960205,10,2,1000
binary_balanced,norm_tsallis_1.3,1,0.9533333333333334,1.6820371581588005,7,39,5.5519585609436035,10,2,1000
